x,y,z
650.8120440824239,336.3019355196053,a
667.029778969405,335.829461502334,a
591.746009517494,317.40669514676944,a
670.7969586699696,382.30523682493583,a
586.4863893501815,309.99795640560023,a
639.6846326146718,324.45584356472625,a
664.9487982025153,326.03300726662275,a
680.9710184374413,391.5476819399922,a
597.0698992173595,376.08388302085507,a
673.249012443202,325.61598205175943,a
629.8604765552177,372.73527433480626,a
616.5467997915933,360.7477452715241,a
634.5192887686851,385.48170131736214,a
619.1491830858548,346.2097018912513,a
596.290863173949,370.4614933364562,a
651.7181638440296,380.061345172692,a
641.967813060384,351.8353171567769,a
625.5602773885188,374.60866954472436,a
626.6190769598153,377.89685485270377,a
700.2105702690917,427.1632106797611,a
629.7698683173725,423.7523678652947,a
676.153608345824,453.4202951504855,a
677.4021681011225,433.7042027623546,a
645.7769931233403,408.42751317569366,a
634.5861450518571,438.5997339451915,a
605.6787449839768,387.79295544884803,a
655.6517072873544,441.3233720795987,a
629.5833309982289,407.2287889699345,a
620.1966352628895,416.41139477484245,a
56.662355831877576,76.63169450770312,a
54.82147601173257,75.27586481403046,a
107.83706800962145,96.80162963205885,a
81.23469403790057,118.76920801125675,a
81.00164006026857,96.9600366079552,a
57.38169917323738,99.61842248874837,a
89.8410169578932,145.12836648289863,a
32.309560553065594,148.01600820806033,a
77.54412141316011,128.232840050888,a
73.95818849632663,181.5583417287699,a
91.25174283907478,196.66135346029034,a
123.08641076210546,219.57854242897048,a
101.39692912020165,234.03308900008864,a
98.73079911232604,206.9232943522377,a
111.81497459803258,231.6332136140242,a
85.49933566134384,285.20250095488194,a
171.24775131812527,273.34233063943543,a
164.378309270375,232.82171531362792,a
179.15377311219214,291.9121390457159,a
135.95228056652869,232.05754064496506,a
207.6782931630422,284.1769196934217,a
194.76202085493009,303.4067614448704,a
165.6969108970772,217.53747942854613,a
205.32591152701428,287.1227928798512,a
207.89257942721153,268.34754133672106,a
244.40485534810378,290.91046258661333,a
284.5205372377733,284.84915653587313,a
236.39164632583234,279.6289834392952,a
292.13965739796845,249.49354760300417,a
275.2286198074255,296.39400460514616,a
367.9933454709136,300.152262251562,a
397.34343798975254,273.3244294032851,a
352.5993410351043,291.3722718875579,a
383.0629304322707,253.57679162960846,a
450.4594334905254,321.1069608513272,a
461.0360487080738,267.74017287689367,a
465.09407165848586,290.45097361275805,a
459.0642266878243,323.92506768736035,a
487.2745890423356,276.92442134790207,a
463.9310928225731,298.2255512295363,a
505.69934803019754,294.8366418325852,a
494.073615640726,289.60033774569456,a
517.7659869339742,299.11251474083633,a
553.8308584441787,283.048119525832,a
568.486770803333,250.61590085116728,a
528.4472371266529,271.36779781719696,a
565.6293701673521,263.598010061982,a
602.1196013457679,250.93692009320336,a
577.6155587060682,304.6192871126959,a
628.8581574239774,254.30709270628515,a
676.4955946842585,302.8047280000508,a
614.4981304115265,304.5803053714791,a
630.0085100558791,297.1073279343563,a
611.5306909787851,324.4131478918206,a
646.8788201869005,270.36435023333695,a
657.5044621989393,350.1697411327457,a
659.9847036272363,301.2110485663208,a
638.5050181716172,321.8236360540104,a
661.2140676184957,296.03149743208814,a
632.7086490400229,305.3818177386112,a
685.1156897513351,373.0098947383182,a
677.6060910197143,331.81920802962134,a
667.822837046364,298.6653261558731,a
646.3880825213811,312.41771848476975,a
701.9335686277964,333.7628910865541,a
621.228359900615,326.63167973893815,a
647.425522123879,382.7738932366984,a
658.7019214153471,296.90205095404076,a
646.6482644118859,320.2607539099099,a
658.3649398215618,342.18123443793877,a
706.5018134507743,367.23516446701115,a
680.2011112839634,365.291932630122,a
655.3800631275792,393.18126634728145,a
671.3451031530591,373.2315463145653,a
668.9149113290117,357.548962152538,a
643.3515880339239,392.5878723511498,a
670.4211801394521,347.4965387608021,a
636.0415953920248,422.1073718616111,a
682.8868294516443,349.95750076298657,a
83.15615012075023,48.11500372549716,a
64.87237152329077,72.5427425129314,a
71.86989625514528,58.4779111790578,a
63.404773214883335,59.84646690881277,a
46.16455076349443,71.92827949695737,a
77.4887403869096,81.90428945558006,a
59.09726347101389,128.53294773060497,a
117.95962419076332,102.59518589251888,a
111.51892917098083,135.20224122656623,a
78.41223808588927,126.6919217600568,a
144.2971462275571,145.8763788639638,a
117.09170241888796,198.52881839168612,a
85.77712199279182,138.5846259249464,a
110.43967296447632,214.11447513952766,a
155.98504697652595,199.86457259611416,a
118.1185404668704,194.5812863534498,a
201.19119051731664,170.5066219390784,a
156.20554665342075,166.9425701478529,a
172.45282553898886,188.40436383500997,a
195.3616443848134,215.91220054114802,a
237.23177725903597,217.63672366159142,a
238.68730147355498,261.0568585832277,a
265.09962030858696,210.4198767876656,a
305.51445731749016,273.80212165323644,a
321.27503488959076,272.3299852366846,a
322.4243902557382,228.83420587459148,a
423.7121920612138,307.22907746436334,a
364.79194734823056,305.95088228327353,a
467.8523103025899,303.1766396459035,a
450.7342989528935,312.8560420015169,a
504.12158732973484,357.9276849957454,a
504.2181598349494,396.87472064269497,a
554.1259160134391,326.5761212738953,a
535.0516107898659,351.9126624808096,a
566.660560213533,320.5946304491909,a
568.9398694241695,317.9654213404863,a
605.2393879817811,318.9313400694357,a
603.9902131154874,290.64900575544243,a
631.5900418633619,324.2656644888798,a
641.9472167547259,378.31998802196154,a
712.8653261258877,334.18308215577383,a
673.0878024629776,290.6626215158831,a
678.9933570648955,306.08792312232237,a
697.622810217127,313.2495913431884,a
675.1458019580475,298.049424517515,a
658.1812286818218,358.75736931339725,a
734.2526052266189,333.6106420761673,a
69.45004976056056,15.329015307763655,a
96.18907899681014,51.75296782860238,a
108.1159759020815,15.242757423350952,a
96.58652314614712,54.65771303908866,a
165.8639213726059,66.88201224877707,a
129.5053450138389,-2.8684766405892788,a
93.03905627041077,86.3055215324701,a
91.34326551587948,36.090370937467924,a
88.10279943384863,72.37964339115808,a
71.80222450494543,68.73674327915649,a
135.71983457651555,79.84374043337891,a
102.86313018041811,128.78684562312714,a
131.59595026184908,168.30343101657888,a
158.39623972272366,131.41840528900923,a
151.63202653664078,116.7192987529703,a
81.29900948030173,125.07144100750827,a
139.75773878959905,142.01678162373696,a
83.48751210353454,133.24487205387362,a
107.31070027321796,175.40116056459135,a
116.46723884547352,120.14494729899405,a
129.19434992047061,139.09857775718012,a
110.16347856914399,153.60617139272176,a
145.38269026554528,147.45149346569826,a
138.16977086111874,130.15755447410294,a
106.69427963442232,206.77819493745204,a
196.6602187197416,199.9764044933791,a
139.5238258380094,225.8301490661621,a
208.78505702640967,209.97702197714938,a
118.34618919425002,216.2346154478799,a
195.17491969675072,259.18822794919606,a
188.8357802984583,256.34482247455946,a
172.60702126482056,301.759682672602,a
180.90695607973257,306.77506859651777,a
257.47925044416553,310.7268952800338,a
202.3494974942917,304.67821450592265,a
217.9526129098719,285.61273379011345,a
202.12833381001772,374.41916463337895,a
261.020424046247,277.631737441796,a
258.82421087304925,343.37080709014987,a
289.8949996063779,296.07878537917475,a
316.050689131598,329.2251056050957,a
303.5150339936346,348.3248570940092,a
309.3460850323455,332.422588883709,a
352.99998440770065,356.93946793759903,a
364.3451018631486,295.93832644365835,a
385.8198186292727,326.46784514181115,a
372.7218036673585,322.75187474622487,a
396.60856236634265,336.43247285762965,a
446.777594391309,331.2925348808983,a
433.16044551852127,353.99243499113265,a
448.98857272581415,306.6548004627558,a
423.86173524231936,345.66595409613603,a
459.0268169704583,346.1580798112888,a
451.27832669045233,341.71526247415807,a
453.22762001454254,304.8361842791502,a
413.16233244323433,378.5354816169747,a
463.03247287448005,293.4802656046753,a
478.24808218347675,332.9307549829599,a
420.84137714888715,376.9171072282983,a
495.0712730364611,314.6781996179849,a
511.6142404471398,347.95065942595124,a
505.015279950807,307.75079048765383,a
527.1304361558534,347.51012455636214,a
473.8113523296122,270.49198633365506,a
497.29966668226433,350.70643792961744,a
490.3979090659219,327.7445052619901,a
555.3108940412569,268.28427623882817,a
509.8411944480065,321.8949525343115,a
542.7941633350624,335.54642910852664,a
533.6841819368434,301.9456095408437,a
578.985805068324,285.42097447343247,a
579.623104211714,352.3415573831885,a
549.79141003705,367.2683315094488,a
549.1645296187703,330.1788242960963,a
541.220431689332,328.43034036802374,a
626.3031943859905,345.4755227232227,a
580.0981816878824,359.9237588219977,a
548.3933574463363,358.34910416976413,a
562.2620592359066,361.14337753063285,a
596.0135346768258,353.1556508620515,a
565.614219520953,352.75288735868736,a
666.7236297999816,433.8698394134926,a
642.420230708137,448.93655335724344,a
675.9381174698517,446.57219090171066,a
654.9925998526653,427.6078645766795,a
647.7866712865997,420.6333995334994,a
664.0463230261184,411.9021086249619,a
676.0123794197967,420.7333555512366,a
684.6054645173135,430.73605718459237,a
665.2814151876497,441.1837892272837,a
661.1905372365659,376.98424663243543,a
690.5199051071139,371.6896950995574,a
683.7177029354149,345.50996570954214,a
620.4926731483929,389.47367908477304,a
623.4710949547185,378.10673848283204,a
654.0808117023673,403.6130832772884,a
580.288843285361,331.7447869761231,a
609.8736813138289,366.3808615749707,a
533.591183982285,345.2815282275691,a
531.3630226938222,366.84080706763484,a
531.9932466815048,372.7240274491166,a
468.84265573700475,405.2226661458019,a
472.16779767947946,367.89641866253396,a
454.5643605564147,352.2456513754436,a
439.3686067429763,403.7189858627461,a
436.08173382335485,330.6893492124726,a
393.21359086776147,333.2245901828222,a
341.96593503763376,345.7150756474358,a
329.93755245575943,360.9607818557935,a
271.8826921266143,354.36699202926684,a
303.7020203571799,307.9504845213163,a
271.6271019278822,356.83936933670054,a
248.84112651282365,361.7162894054678,a
212.89172164132492,364.28443413932865,a
243.83168464837993,397.05116492659647,a
191.24186024516194,381.06307155700785,a
156.38326827170874,376.9488452308277,a
191.67533210505434,300.25335898315797,a
158.56725546470383,377.05446207151215,a
134.88592459572374,343.5460724106824,a
155.15493004908365,306.63187486873255,a
169.74443781473502,366.15939085377164,a
144.15343939875245,320.2104097962345,a
178.35789581610828,315.0834138138123,a
118.23322013564426,303.4816351500351,a
105.37626302467223,277.3165945183755,a
109.26126678466247,300.84643199980917,a
110.30169483325693,276.2311215335021,a
147.69778870768312,270.81116698882875,a
152.68705539535887,298.91550175365484,a
128.31242447397486,282.96443401937364,a
59.51322727099753,256.2788208626213,a
145.96382905743184,273.0813090529404,a
144.90095918933713,251.74158538969894,a
111.75671535275193,288.2822260739324,a
148.83843657434727,264.19278441250447,a
118.9607951910113,260.46784777986295,a
151.87050171045217,286.3162346796583,a
165.47592743797006,252.77767742317383,a
123.11092467800799,310.5692668858115,a
134.6978247713095,269.56404194442865,a
93.28334791437332,289.91913374654445,a
150.05836016920912,286.5958754368114,a
96.7940594739858,277.1714411514796,a
108.0430078460657,192.95247045084966,a
131.8253279332983,207.51351532956403,a
94.0280974321148,244.59707467010506,a
137.41722052349792,237.0326520835556,a
132.7364633145431,215.04753366771342,a
155.28282392581636,240.17681314249006,a
129.01006359528014,269.88738262440074,a
207.4794115275244,204.41518740812143,a
152.8205257139027,206.41663263052584,a
131.36029558887907,181.966540741097,a
131.25236112364234,165.23315572269723,a
166.86597605958028,169.9280157162093,a
160.8372830729488,184.16634230211486,a
139.7806392709392,145.0133515373298,a
141.4274805530689,167.18894027842543,a
140.3259684876828,123.03242724208258,a
181.40232505268403,140.05786812890562,a
143.32043800687688,135.74139087776126,a
173.1462467598815,104.63263308398103,a
166.92892049781886,88.56381818004814,a
179.18684525718533,106.24147899507932,a
115.03614248508194,148.09698182784712,a
129.52965504615878,126.1849328351638,a
124.79378999489637,112.97894949155966,a
182.14985640836528,144.59545440528422,a
133.09625631619792,86.09030752243984,a
199.25643769727992,26.96281688322739,a
92.72489524778041,48.17056181121194,a
101.68557814712662,68.85316607187531,a
177.1800813215746,45.03515224848468,a
203.21855500820953,50.39909008550927,a
172.97441124855703,51.02049068381581,a
153.6293674166498,67.06023384138865,a
128.09880470865056,35.84310697228574,a
104.32957171401787,58.087650811152116,a
157.64871131435157,95.97375220694232,a
101.14838599355583,63.4804997239263,a
112.93084767966272,101.7676350130535,a
94.39464869061669,84.13646712724608,a
138.7745784122827,82.9246037747937,a
134.41150172081643,105.04241105244131,a
128.31387436957135,114.50076798941535,a
125.1268134746291,119.49239298306713,a
135.45309796956974,136.4902981391545,a
168.11385226562479,186.49202153765373,a
143.65444995046772,157.28990762155627,a
157.04791213574904,156.3620936985668,a
149.07992673120404,193.50357602705918,a
205.19614133939714,235.70386892664436,a
194.4610900588442,206.1785005836964,a
198.52360871429605,189.55040616305865,a
195.7276926443152,187.4496355092216,a
218.48739305694062,223.7593258619131,a
204.0696345850992,224.71220455127968,a
255.4826519519786,189.15222032580425,a
315.0202947900885,262.76771402585246,a
261.34535913283736,266.08067898181025,a
290.06057575169405,279.7814592335282,a
316.19076061084695,266.56051383083593,a
344.13292615365447,246.87451641609832,a
390.3111546145498,295.63248971865096,a
358.28518972509727,290.70957719895034,a
376.9212557141832,318.6591932872522,a
383.623233975873,312.7642976403261,a
446.0126582531235,302.0457554145356,a
479.5463206647553,303.50773877056827,a
443.0102563892758,265.8580969977742,a
519.7681785812497,325.1557266705489,a
578.7298701735957,306.50180272741363,a
534.1151576962977,338.014352054161,a
530.1609528701016,348.2247165332746,a
563.7499656234197,337.9789505439304,a
565.0043089136625,322.06473485455723,a
545.4282511410703,324.6069383537482,a
575.7416326344455,418.1605158785268,a
591.1947788099669,347.6688886966173,a
587.2444769235403,319.64587589699335,a
647.5027816240047,346.73693807190045,a
613.4510862488721,290.64815859229896,a
642.6744609139973,303.8115152557597,a
705.4725852542704,331.23655154921033,a
671.2711233986944,310.1542792360582,a
729.3309789708003,341.143374226511,a
677.7674036643646,302.17136723131205,a
722.2945413706146,363.53403514711204,a
663.8574965074763,280.2120809857232,a
676.2847688651502,373.4867433709241,a
664.461837364854,328.9893957800215,a
655.8640282023821,322.66900971900276,a
648.0232626712854,359.4884444386218,a
678.0936552047497,363.7747188128072,a
684.8120756511413,396.79451593472936,a
645.7548240370506,376.4899489156022,a
651.3616706773912,383.5090680771884,a
682.9246310942815,419.5420701576347,a
612.8391562274315,409.22029744305,a
619.8476584867703,403.2603770982596,a
609.6028324844096,421.727143640141,a
677.1696807865096,373.1987923681979,a
672.5968640302849,387.44024714736696,a
648.1399051203022,376.5469300914101,a
680.959460742643,431.005198645788,a
